date	source	title	textfile
2019-02-22	The Washington Post (Online)	The left is bubbling with ideas. They’re just the wrong ones.	txt-opeds/2184908066.xml.txt
2019-03-19	The Washington Post (Online)	Can voters forgive Elizabeth Warren?	txt-opeds/2193915639.xml.txt
2022-12-16	Wall Street Journal (Online)	Weaponizing Tax Returns; Releasing Trump's records would set an awful precedent.	txt-opeds/2754964108.xml.txt
2019-09-18	Wall Street Journal (Online)	The Colbert Report on Elizabeth Warren; When will she disclose the tax hikes on average Americans?	txt-opeds/2292145058.xml.txt
2021-06-10	Los Angeles Times (Online)	Editorial: What to do about billionaires who pay no taxes	txt-opeds/2539553853.xml.txt
2019-10-16	The Washington Post (Online)	How the Washington Nationals won the Democratic debate	txt-opeds/2306032092.xml.txt
2019-12-27	New York Times (Online)	Wine Caves and Purity Tests in Democratic Politics	txt-opeds/2330810493.xml.txt
2019-12-19	Wall Street Journal (Online)	Joe Biden's 'Modest' Tax Proposal; Only $3.4 trillion more from your incomes, profits and capital gains.	txt-opeds/2328149111.xml.txt
2020-04-09	Wall Street Journal (Online)	Bernie Campaigns On; He gives up on the nomination but is determined to make Biden unelectable.	txt-opeds/2387857944.xml.txt
2019-07-10	The Washington Post (Online)	CNN debate rules: Mostly good. Only mostly.	txt-opeds/2254997287.xml.txt
2021-02-07	Wall Street Journal (Online)	Mediocrity Is Now Mandatory; From stimulus to school admissions, leaders act as if ease is the only worthy goal.	txt-opeds/2487103965.xml.txt
2019-11-04	New York Times (Online)	The Presidency Is Not Enough	txt-opeds/2311494454.xml.txt
2019-09-30	The Washington Post (Online)	Democrats have moved left on taxes. But something deeper is happening.	txt-opeds/2299348933.xml.txt
2021-06-29	New York Times (Online)	Why Do We Work So Damn Much?	txt-opeds/2545919669.xml.txt
2019-07-31	The Washington Post (Online)	Are some of these Democrats trying to lose?	txt-opeds/2267296572.xml.txt
2019-07-10	The Washington Post (Online)	How Biden gets his ‘electability’ back	txt-opeds/2255012254.xml.txt
2021-03-30	The Washington Post (Online)	Biden is facing a Roosevelt moment	txt-opeds/2506961980.xml.txt
2020-08-27	The Washington Post (Online)	In fleecing the rich, California lawmakers may go where even Warren didn’t dare	txt-opeds/2437652415.xml.txt
2019-09-18	The Washington Post (Online)	How long will Warren dodge on health care and taxes?	txt-opeds/2292643317.xml.txt
2019-08-28	The Washington Post (Online)	Canada’s ‘Green New Deal’ could change the game ahead of the elections	txt-opeds/2281628303.xml.txt
2020-02-08	Wall Street Journal (Online)	Bernie Sanders Makes His Charge; Republicans say he can't win. That's what Hillary Clinton said about Donald Trump.	txt-opeds/2352211274.xml.txt
2019-10-17	The Washington Post (Online)	Perhaps Sanders and Warren are the ones being politically expedient	txt-opeds/2306390893.xml.txt
2019-04-23	The Washington Post (Online)	Elizabeth Warren has the wrong answer to America’s student debt problem	txt-opeds/2213006994.xml.txt
2019-10-30	The Washington Post (Online)	Bernie Sanders throws in the towel on explaining how to fund Medicare-for-all	txt-opeds/2310537660.xml.txt
2019-11-12	New York Times (Online)	Who’s Afraid of Elizabeth Warren?	txt-opeds/2313510770.xml.txt
2019-01-30	The Washington Post (Online)	The McAuliffe middle	txt-opeds/2173398985.xml.txt
2021-04-21	Wall Street Journal (Online)	Jerry Nadler's Double Taxation Lesson; He unwittingly calls to abolish the corporate and estate taxes.	txt-opeds/2515367261.xml.txt
2021-06-15	Wall Street Journal (Online)	Your Stolen Tax Records Are News; ProPublica soiled itself with the gimmicky use it made of personal tax data.	txt-opeds/2541022883.xml.txt
2019-02-12	The Washington Post (Online)	Democrats in 2020 are at risk of turning into Republicans in 2016	txt-opeds/2178514316.xml.txt
2020-02-07	The Washington Post (Online)	Is it fair of Sanders to call Buttigieg a buddy to billionaires?	txt-opeds/2352262000.xml.txt
2020-08-14	Wall Street Journal (Online)	California's Next Tax Increase; Sacramento Democrats float a 16.8% marginal income tax rate.	txt-opeds/2434122715.xml.txt
2021-11-04	Wall Street Journal (Online)	Pelosi's SALT Scheme; House Democrats raise a deduction that goes mainly to high-tax states.	txt-opeds/2593308843.xml.txt
2019-05-17	The Washington Post (Online)	Andrew Yang’s TED Talk version of politics	txt-opeds/2226658456.xml.txt
2021-10-19	Wall Street Journal (Online)	Biden's Real Tax Target Isn't the Superrich; His plan would sock it to the 'working rich,' whose taxes are already high, not billionaire investors.	txt-opeds/2583109800.xml.txt
2019-05-02	New York Times (Online)	The Trouble With Joe and Bernie	txt-opeds/2218600823.xml.txt
2020-02-25	The Washington Post (Online)	Bernie Sanders’s big-spending promises aren’t a sign of courage	txt-opeds/2363670488.xml.txt
2019-10-08	Wall Street Journal (Online)	New Problems with Elizabeth Warren's Inequality Math; Just because the New York Times believes a tax claim doesn't mean readers should.	txt-opeds/2302085626.xml.txt
2021-01-03	Los Angeles Times (Online)	Op-Ed: Can California stop Big Tech from decamping for cheaper places?	txt-opeds/2474692780.xml.txt
2019-03-31	The Washington Post (Online)	We should finally pass tax reform	txt-opeds/2200521820.xml.txt
2021-02-01	New York Times (Online)	The Trouble With GameStop Is That the House Still Wins	txt-opeds/2484110553.xml.txt
2019-02-18	Wall Street Journal (Online)	Ocasio-Cortez Heralds a New Political Era; Socialism may not become America's dominant ideology, but it's likely to be around for a while.	txt-opeds/2182673078.xml.txt
2020-04-28	The Washington Post (Online)	Good day care is hard to find. Elizabeth Warren’s plan might make it harder.	txt-opeds/2395438771.xml.txt
2019-07-30	The Washington Post (Online)	What has changed and what hasn’t since the first Democratic debate	txt-opeds/2266741635.xml.txt
2019-12-22	Los Angeles Times (Online)	Column: Joe Biden is winning the electability primary	txt-opeds/2413626868.xml.txt
2019-11-21	The Washington Post (Online)	Harris, Buttigieg and Klobuchar shine in the fifth debate	txt-opeds/2316685078.xml.txt
2021-06-22	The Washington Post (Online)	Apart from funding infrastructure, the rich should pay more taxes	txt-opeds/2543904063.xml.txt
2020-02-10	New York Times (Online)	As Democrats Try to Move On From the Caucus Chaos	txt-opeds/2352729624.xml.txt
2019-12-11	New York Times (Online)	How to Get Americans to Love Capitalism Again	txt-opeds/2323876113.xml.txt
2019-01-31	The Washington Post (Online)	Howard Schultz is calling Democrats out for how radical their party has become	txt-opeds/2174152506.xml.txt
2021-03-15	Wall Street Journal (Online)	The Spending Bill Cometh; The free lunch is over as Treasury Secretary Yellen signals major tax increases ahead.	txt-opeds/2501333779.xml.txt
2019-01-29	New York Times (Online)	The Venezuela Calumny	txt-opeds/2172299555.xml.txt
2019-11-14	The Washington Post (Online)	What story is Deval Patrick selling?	txt-opeds/2314459103.xml.txt
2021-04-22	Los Angeles Times (Online)	Column: Biden wants to hike the capital gains tax. The wealthy will fight him to the death	txt-opeds/2516435211.xml.txt
2021-06-10	Wall Street Journal (Online)	Tax-Exempt Group Favors Higher Rates on Taxpayers; ProPublica and the IRS scandal.	txt-opeds/2539635710.xml.txt
2020-02-11	The Washington Post (Online)	Elizabeth Warren stays on message in New Hampshire	txt-opeds/2353350826.xml.txt
2019-01-30	The Washington Post (Online)	Encourage the private sector to donate; don’t tax wealth	txt-opeds/2173398984.xml.txt
2019-11-17	New York Times (Online)	Leon Cooperman: A Wealth Tax Is a ‘Dead End’	txt-opeds/2314932117.xml.txt
2020-02-12	The Washington Post (Online)	Iowa and New Hampshire voters have bad taste in candidates	txt-opeds/2353350818.xml.txt
2021-10-27	Wall Street Journal (Online)	Fly-by-Night Taxation; The Democratic tax show has become a tragi-comedy of errors.	txt-opeds/2586600130.xml.txt
2022-01-10	The Washington Post (Online)	The pandemic has exposed a persistent myth in Canada — and the world	txt-opeds/2618389644.xml.txt
2020-03-07	New York Times (Online)	Bernie Sanders Has Already Won the Democratic Primary	txt-opeds/2373123596.xml.txt
2020-04-21	New York Times (Online)	A Wealth Tax Is the Logical Way to Support Coronavirus Relief	txt-opeds/2392335478.xml.txt
2020-01-11	The Washington Post (Online)	Yes, a wealth tax would be constitutional	txt-opeds/2335771350.xml.txt
2020-11-25	New York Times (Online)	Even in a Pandemic, the Billionaires Are Winning	txt-opeds/2463928829.xml.txt
2019-12-03	The Washington Post (Online)	Why are big-money Democrats turning their fire on progressives?	txt-opeds/2320868643.xml.txt
2019-06-19	The Washington Post (Online)	Elizabeth Warren has lots of ideas. Bad ideas.	txt-opeds/2243238191.xml.txt
2019-11-20	New York Times (Online)	Buttigieg Was a Target. But No One Was Attacked Like Warren.	txt-opeds/2316234122.xml.txt
2019-11-07	New York Times (Online)	The Big Problem With Wealth Taxes	txt-opeds/2312476495.xml.txt
2019-01-29	The Washington Post (Online)	Warren’s push for a wealth tax could be a game changer	txt-opeds/2172562145.xml.txt
2021-02-02	The Washington Post (Online)	In fleecing the rich, California lawmakers may go where even Warren didn’t dare	txt-opeds/2485332461.xml.txt
2019-01-30	The Washington Post (Online)	Elizabeth Warren’s wealth tax is no way to run government — but a good way to run a campaign	txt-opeds/2173396607.xml.txt
2019-11-14	Wall Street Journal (Online)	Socialist Against Confiscation; Bernie Sanders says a mandatory gun buyback 'is unconstitutional.'	txt-opeds/2314104344.xml.txt
2021-06-09	The Washington Post (Online)	Here’s Exhibit A for dramatic tax reform	txt-opeds/2539416749.xml.txt
2019-11-02	The Washington Post (Online)	The math for Warren’s health-care plan adds up if you accept its ludicrous premise	txt-opeds/2311286509.xml.txt
2019-02-07	New York Times (Online)	The Biden Fallacy	txt-opeds/2176794377.xml.txt
2019-02-04	The Washington Post (Online)	It’s open season on the wealthy. But not every tycoon should be flattened.	txt-opeds/2175219044.xml.txt
2019-12-09	The Washington Post (Online)	The massive triumph of the rich, illustrated by stunning new data	txt-opeds/2322985414.xml.txt
2019-04-25	Wall Street Journal (Online)	Can Biden Beat Bernie? Joe leads the 2020 polls. But progressive hearts are set on a different septuagenarian.	txt-opeds/2214438962.xml.txt
2019-10-16	Wall Street Journal (Online)	Warren's Middle-Class Tax Dodge; Her competitors expose two of her largest political liabilities.	txt-opeds/2305972887.xml.txt
2021-07-22	The Washington Post (Online)	Let Cubans tweet, livestream — and show the truth to the world	txt-opeds/2554146141.xml.txt
2019-09-08	The Washington Post (Online)	In New Hampshire, Elizabeth Warren shows why she’s on the rise	txt-opeds/2286675993.xml.txt
2019-10-14	New York Times (Online)	Democratic Candidates Need to Listen to These Voters	txt-opeds/2305195094.xml.txt
2023-01-15	Los Angeles Times (Online)	Op-Ed: California's budget surplus has vanished and its economy is in danger. It can go one of two ways	txt-opeds/2765477669.xml.txt
2020-02-24	The Washington Post (Online)	Democratic voters are rallying around Sanders. Why can’t elites?	txt-opeds/2362636494.xml.txt
2021-03-31	Wall Street Journal (Online)	Corporate Covid 'Windfalls' Are a Myth; Some big companies rose to the occasion during the pandemic and did well. But there were losers too.	txt-opeds/2507322089.xml.txt
2019-08-02	The Washington Post (Online)	The moderates’ health-care message can prevail	txt-opeds/2268023432.xml.txt
2019-06-25	New York Times (Online)	A Plea to NBC	txt-opeds/2270007709.xml.txt
2019-03-06	Wall Street Journal (Online)	The Trouble With Taxing Wealth; Elizabeth Warren's proposed tax on net worth seems like a nearly surgical strike at inequality, but it may not be efficient	txt-opeds/2188216517.xml.txt
2021-10-27	Wall Street Journal (Online)	The Incredible Shrinking Biden; In February, he told congressional Democrats, 'Go big.' They're smaller now.	txt-opeds/2586600135.xml.txt
2019-06-19	The Washington Post (Online)	Biden’s comments about segregationists and the rich are deeply problematic	txt-opeds/2243237890.xml.txt
2021-07-30	The Washington Post (Online)	Narrowing the U.S. wealth gap is important. Narrowing the racial wealth gap is urgent.	txt-opeds/2556553663.xml.txt
2019-10-12	The Washington Post (Online)	The truth about taxation in America	txt-opeds/2304403845.xml.txt
2021-02-03	The Washington Post (Online)	Public education’s two afflictions: Covid-19 and teachers unions	txt-opeds/2485959013.xml.txt
2021-07-22	The Washington Post (Online)	The huge, gaping hole in our media discussion of the GOP and Jan. 6	txt-opeds/2554143001.xml.txt
2019-03-15	New York Times (Online)	Elizabeth Warren Actually Wants to Fix Capitalism	txt-opeds/2191450530.xml.txt
2019-11-22	Wall Street Journal (Online)	About Those 'Freeloading' Billionaires; Who would do more with $1.08 billion—Bill Gates or Elizabeth Warren?	txt-opeds/2316641954.xml.txt
2021-06-12	The Washington Post (Online)	Is it time to limit personal wealth?	txt-opeds/2540285607.xml.txt
2019-09-17	The Washington Post (Online)	The primaries might not produce a winner	txt-opeds/2291893432.xml.txt
2020-10-25	Wall Street Journal (Online)	Business on Biden: Not So Bad, Given the Alternatives; Many executives see Democratic nominee as less adversarial than Sanders or Warren, and less unpredictable than Trump	txt-opeds/2454036341.xml.txt
2019-10-21	Wall Street Journal (Online)	Another $800 Billion, Please; Senator Warren has another giant spending plan for you.	txt-opeds/2307218818.xml.txt
2019-06-25	Wall Street Journal (Online)	The Democratic Opportunity; Can Biden withstand the left's assault? Plus, Warren vs. Sanders.	txt-opeds/2246488748.xml.txt
2019-08-15	Los Angeles Times (Online)	Column: Two billionaires explain why they shouldn't pay more taxes, unlike you poor saps	txt-opeds/2413371914.xml.txt
2020-02-13	New York Times (Online)	Democrats for Low Wages	txt-opeds/2354024947.xml.txt
2019-10-24	The Washington Post (Online)	Warren’s math on Medicare-for-all better add up	txt-opeds/2308354299.xml.txt
2021-09-27	New York Times (Online)	Biden Versus the Rip Van Winkle Caucus	txt-opeds/2576712431.xml.txt
2019-03-15	The Washington Post (Online)	Readers critique The Post: India’s socialist past, R.I.P. Bryce and a bad malaprop	txt-opeds/2191719610.xml.txt
2019-02-19	The Washington Post (Online)	Bernie Sanders is probably just another one-hit wonder	txt-opeds/2183439033.xml.txt
2019-03-13	New York Times (Online)	One-on-One With Elizabeth Warren	txt-opeds/2190370988.xml.txt
2021-05-09	Los Angeles Times (Online)	Column: Biden wants to hike the capital gains tax. The wealthy will fight him to the death	txt-opeds/2524189424.xml.txt
2023-04-13	Los Angeles Times (Online)	Column: With a $300-million donation to Harvard, a hedge fund billionaire shows why we need a wealth tax	txt-opeds/2800202768.xml.txt
2022-04-10	Wall Street Journal (Online)	Eat the Rich? They're Not Even Filling; The latest billionaire list is peanuts next to what progressives want.	txt-opeds/2648760172.xml.txt
2020-09-02	The Washington Post (Online)	Universal basic income in Canada won’t do enough to fix inequality	txt-opeds/2439516045.xml.txt
2019-10-29	The Washington Post (Online)	The hidden tax we pay for being polarized	txt-opeds/2310157199.xml.txt
2021-03-19	The Washington Post (Online)	America’s ultra-wealthy have pulled off a brilliant heist — in South Dakota	txt-opeds/2503360238.xml.txt
2019-11-07	The Washington Post (Online)	Marco Rubio may be on to something — if he gives up the straw-men arguments	txt-opeds/2312718509.xml.txt
2019-12-05	The Washington Post (Online)	A new poll suggests a winning message for Democrats in 2020	txt-opeds/2322027989.xml.txt
2019-11-05	The Washington Post (Online)	Warren’s plan to finance Medicare-for-all pushes into dangerous and uncharted territory	txt-opeds/2312443006.xml.txt
2019-03-26	The Washington Post (Online)	The media coverage vs. reality in the Democratic primary race	txt-opeds/2197719824.xml.txt
2022-02-18	Los Angeles Times (Online)	Column: Don't blame the IRS for its lousy service. Blame Congress	txt-opeds/2630310970.xml.txt
2021-11-01	Wall Street Journal (Online)	Manchin Nails the Progressive Hostage Strategy; Biden has double-crossed Senate Republicans on the infrastructure bill by caving to the left.	txt-opeds/2590541813.xml.txt
2019-12-08	Los Angeles Times (Online)	Opinion: Failing to address millennial concerns could cost Democrats the election	txt-opeds/2413949285.xml.txt
2019-11-08	The Washington Post (Online)	Elizabeth Warren misses the biggest cost of all	txt-opeds/2312997384.xml.txt
2018-11-01	New York Times (Online)	‘I Like Your Photographs Because They Are Beautiful’	txt-opeds/2127559726.xml.txt
2021-07-06	Wall Street Journal (Online)	The IRS Is ProPublica's Accessory; Doesn't the agency owe taxpayers a warning that their data were stolen?	txt-opeds/2548697158.xml.txt
2019-11-21	The Washington Post (Online)	What Cory Booker gets about a wealth tax that Elizabeth Warren doesn’t	txt-opeds/2316680689.xml.txt
2019-03-10	New York Times (Online)	The Democratic Candidates Should Tell Us Now Who They’ll Put on the Supreme Court	txt-opeds/2189341407.xml.txt
2019-08-28	The Washington Post (Online)	Kamala Harris steps away from the far-left cliff on health care	txt-opeds/2280990862.xml.txt
2019-02-03	The Washington Post (Online)	Bernie Sanders’s estate tax plan would reduce the federal debt and help even the playing field	txt-opeds/2175219282.xml.txt
2020-01-16	New York Times (Online)	Pete Buttigieg Says He’s More Than a Résumé	txt-opeds/2339458287.xml.txt
2020-02-26	The Washington Post (Online)	Here’s how much a Bernie Sanders presidency would cost	txt-opeds/2364895256.xml.txt
2019-07-08	The Washington Post (Online)	Can’t we normalize female and non-white candidates?	txt-opeds/2253609099.xml.txt
2019-12-21	Wall Street Journal (Online)	A $900 Bottle of Hypocrisy; Are you now, or have you ever been, in a wine cave?	txt-opeds/2328961296.xml.txt
2019-12-13	Wall Street Journal (Online)	Warren's Economic Illusions; A new analysis says her wealth tax would fall short—by $1.5 trillion.	txt-opeds/2325077510.xml.txt
2019-01-29	The Washington Post (Online)	Maybe this time we could have a honest debate about taxes	txt-opeds/2172562180.xml.txt
2022-05-10	Wall Street Journal (Online)	President Costanza Takes On Inflation; Biden lays out his plan on prices, but he'd do better if he did the opposite.	txt-opeds/2661668285.xml.txt
2020-02-19	The Washington Post (Online)	Who’s afraid of Bernie Sanders?	txt-opeds/2358178849.xml.txt
2019-04-10	Wall Street Journal (Online)	Ron Wyden's Plan to Drain Investors; A new Democratic idea to grab revenue: Tax unrealized capital gains.	txt-opeds/2206634475.xml.txt
2021-10-26	The Washington Post (Online)	How Twitter became the media of America’s left	txt-opeds/2586208367.xml.txt
2022-07-07	Wall Street Journal (Online)	Comey, McCabe and IRS Audits; Suddenly, there's interest in possible abuses by the tax agency.	txt-opeds/2685749772.xml.txt
2020-04-22	Wall Street Journal (Online)	Mike Bloomberg, the $1 Billion Man; He spent a fortune, but all he got was this lousy campaign T-shirt.	txt-opeds/2393239150.xml.txt
2019-02-22	The Washington Post (Online)	2020 Power Ranking Round 4: Bernie (and policy) ascendant	txt-opeds/2195776469.xml.txt
